41029,6959928,
40858,6959956,
40686,6959977,
40507,6959957,
40326,6959923,
40133,6959964,
39976,6960088,
39920,6960304,
39834,6960491,
39666,6960582,
39485,6960620,
39311,6960651,
39138,6960683,
38969,6960728,
38803,6960779,
38643,6960843,
38482,6960907,
38321,6960971,
38160,6961035,
