41115,6960064,pto
41030,6960229,pto
40951,6960397,pto
40860,6960558,mec
40749,6960711,pto
40574,6960788,pto
40391,6960806,pto
40207,6960829,pto
40023,6960851,pto
39839,6960874,pto
39655,6960896,pto
39471,6960919,pto
39287,6960941,pto
39103,6960964,pto
38919,6960987,pto
38735,6961009,pto
38551,6961032,pto
38367,6961054,pto
38183,6961077,pto
