41029,6959928,pto
40858,6959956,pto
40687,6959984,pto
40516,6960012,pto
40346,6960040,pto
40190,6960104,pto
40035,6960169,mec
39899,6960276,mec
39781,6960411,pto
39622,6960491,pto
39449,6960529,pto
39286,6960587,pto
39125,6960651,pto
38964,6960715,pto
38803,6960779,pto
38643,6960843,pto
38482,6960907,pto
38321,6960971,pto
38160,6961035,pto
