41115,6960064,
41043,6960236,
41062,6960454,
41003,6960663,
40873,6960868,
40644,6960988,
40412,6960978,
40209,6960843,
40023,6960851,
39839,6960874,
39655,6960896,
39471,6960919,
39287,6960941,
39103,6960964,
38919,6960987,
38735,6961009,
38551,6961032,
38367,6961054,
38183,6961077,
