41028,6959921,
40856,6959942,
40680,6959938,
40501,6959920,
40323,6959902,
40128,6959953,
39972,6960082,
39918,6960302,
39837,6960495,
39671,6960592,
39494,6960643,
39324,6960682,
39154,6960724,
38986,6960769,
38819,6960818,
38653,6960869,
38490,6960927,
38326,6960984,
38163,6961042,
