150.0,2.305039492611627,250.0,2.072825244781029,200.0,134.43199886609136
150.0,136.69273490890532,250.0,81.55403574683362,200.0,1063.3133928905636
161.1208195659725,232.07547550363472,268.53469927662087,127.68989754441407,214.8277594212967,1349.5826067799753
193.8579726614492,421.4316562389797,323.0966211024153,210.67504962779537,258.47729688193226,1754.595863046049
226.1797213938437,2.305039492611627,376.9662023230728,2.072825244781029,301.57296185845826,134.43199886609136
214.32204791324787,2.305039492611627,357.2034131887465,2.072825244781029,285.76273055099716,134.43199886609136
150.0,2.305039492611627,250.0,2.072825244781029,200.0,134.43199886609136
150.0,2.305039492611627,250.0,2.072825244781029,200.0,134.43199886609136
150.0,2.305039492611627,250.0,2.072825244781029,200.0,134.43199886609136
150.0,2.305039492611627,250.0,2.072825244781029,200.0,134.43199886609136
150.0,2.305039492611627,250.0,2.072825244781029,200.0,134.43199886609136
150.0,2.305039492611627,250.0,2.072825244781029,200.0,134.43199886609136
150.0,2.305039492611627,250.0,2.072825244781029,200.0,134.43199886609136
150.0,2.305039492611627,250.0,2.072825244781029,200.0,134.43199886609136
150.0,2.305039492611627,250.0,2.072825244781029,200.0,134.43199886609136
150.0,2.305039492611627,250.0,2.072825244781029,200.0,134.43199886609136
150.0,2.305039492611627,250.0,2.072825244781029,200.0,134.43199886609136
150.0,2.305039492611627,250.0,2.072825244781029,200.0,134.43199886609136
150.0,2.305039492611627,250.0,2.072825244781029,200.0,134.43199886609136
